Comp,Day,Venue,GF,GA,Team,Opponent,xGA,Poss,Attendance,Referee,SoT,xG.1,Saves,CS,CPA,CrdY,CrdR,Fls,Off.1,Crs.1,PKwon,PKcon,O_FK,O_CS,O_Cmp.4,O_Ast,O_Dead,O_TB,O_Sw,O_Crs,O_TI,O_CK,O_In,O_Out,O_Str,O_Off,O_CPA,O_CrdY,O_CrdR,O_Fls,FTR,weight
24,0,1,2,2,1,14,1.4,51.0,32202.0,3,6.0,1.9,1.0,0.0,5.0,2.0,0.0,8.0,5.0,21.0,0.0,0.0,0.0,0.0,375.0,2.0,49.0,1.0,8.0,15.0,19.0,4.0,4.0,0.0,0.0,0.0,7.0,4.0,1.0,19.0,1.0,0.13773584905660377
24,3,0,2,2,1,11,0.5,71.0,75046.0,8,5.0,2.0,0.0,0.0,6.0,3.0,0.0,10.0,0.0,50.0,0.0,0.0,1.0,0.0,173.0,1.0,39.0,0.0,0.0,9.0,18.0,2.0,1.0,1.0,0.0,1.0,0.0,7.0,0.0,14.0,2.0,0.13789195315451455
24,0,0,0,0,1,16,0.6,54.0,75051.0,9,3.0,1.7,3.0,1.0,3.0,2.0,0.0,12.0,1.0,34.0,0.0,0.0,1.0,1.0,343.0,0.0,45.0,1.0,2.0,21.0,16.0,7.0,5.0,1.0,0.0,2.0,3.0,4.0,0.0,13.0,0.0,0.13810064320847523
24,1,1,2,0,1,1,1.2,60.0,39188.0,18,6.0,1.4,0.0,1.0,6.0,0.0,0.0,10.0,1.0,7.0,0.0,0.0,0.0,0.0,303.0,0.0,44.0,0.0,4.0,21.0,15.0,6.0,4.0,2.0,0.0,1.0,6.0,2.0,0.0,11.0,2.0,0.13820522529344945
24,1,0,3,0,1,9,1.3,60.0,74726.0,5,9.0,1.5,4.0,1.0,7.0,2.0,0.0,14.0,4.0,12.0,0.0,0.0,0.0,0.0,345.0,0.0,44.0,0.0,5.0,9.0,13.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,10.0,1.0,0.13894175866006853
24,0,1,1,0,1,11,1.0,52.0,21841.0,2,2.0,0.8,3.0,1.0,10.0,3.0,0.0,13.0,2.0,18.0,0.0,0.0,1.0,0.0,337.0,0.0,49.0,1.0,3.0,23.0,20.0,5.0,2.0,3.0,0.0,1.0,4.0,3.0,0.0,7.0,0.0,0.13920671243325705
24,2,1,0,2,1,20,1.5,48.0,81978.0,18,3.0,1.0,5.0,0.0,6.0,2.0,0.0,13.0,9.0,12.0,0.0,0.0,1.0,1.0,453.0,0.0,49.0,3.0,3.0,16.0,18.0,6.0,2.0,3.0,0.0,1.0,5.0,2.0,0.0,10.0,0.0,0.13979318268862503
24,0,0,2,0,1,15,0.2,74.0,74742.0,27,6.0,1.6,0.0,1.0,6.0,2.0,0.0,5.0,4.0,17.0,1.0,0.0,0.0,0.0,201.0,0.0,29.0,0.0,1.0,11.0,8.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,19.0,1.0,0.13995398773006135
24,4,1,0,1,1,21,0.5,64.0,52309.0,9,3.0,1.9,2.0,0.0,6.0,2.0,0.0,15.0,2.0,25.0,0.0,0.0,1.0,1.0,268.0,1.0,37.0,1.0,2.0,8.0,18.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,12.0,2.0,0.14038461538461539
4,2,1,0,0,1,26,2.0,43.0,39725.0,28,1.0,0.7,8.0,1.0,1.0,1.0,0.0,22.0,1.0,9.0,0.0,0.0,1.0,1.0,454.0,0.0,61.0,0.0,2.0,20.0,21.0,12.0,7.0,4.0,0.0,2.0,8.0,1.0,0.0,12.0,1.0,0.14092664092664092
24,4,0,2,1,1,8,1.7,44.0,75060.0,8,5.0,1.2,6.0,0.0,5.0,2.0,0.0,13.0,1.0,18.0,0.0,0.0,1.0,0.0,495.0,1.0,39.0,2.0,9.0,14.0,14.0,4.0,1.0,1.0,0.0,6.0,8.0,2.0,0.0,12.0,2.0,0.14114462490332558
24,1,1,3,2,1,6,0.6,69.0,25840.0,6,7.0,1.2,2.0,0.0,6.0,3.0,0.0,8.0,2.0,18.0,0.0,0.0,0.0,0.0,200.0,2.0,41.0,0.0,1.0,20.0,15.0,3.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,10.0,2.0,0.14158262218774245
24,0,0,2,1,1,3,0.7,33.0,74855.0,9,2.0,0.7,2.0,0.0,2.0,2.0,0.0,10.0,3.0,6.0,0.0,0.0,0.0,0.0,508.0,0.0,52.0,6.0,3.0,33.0,18.0,13.0,10.0,3.0,0.0,0.0,4.0,1.0,0.0,16.0,2.0,0.14185775359502525
4,3,0,1,2,1,26,1.7,51.0,74909.0,29,3.0,1.9,4.0,0.0,6.0,1.0,0.0,9.0,1.0,19.0,0.0,0.0,0.0,0.0,410.0,2.0,45.0,3.0,2.0,8.0,21.0,3.0,2.0,1.0,0.0,1.0,7.0,4.0,0.0,10.0,2.0,0.14202334630350194
24,0,0,2,0,1,19,0.2,66.0,75038.0,1,5.0,2.2,2.0,1.0,5.0,0.0,0.0,5.0,5.0,19.0,0.0,0.0,0.0,0.0,314.0,0.0,44.0,0.0,2.0,14.0,19.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,13.0,0.0,0.14302507836990597
24,4,0,0,1,1,12,0.7,70.0,75095.0,16,4.0,0.7,3.0,0.0,4.0,1.0,0.0,8.0,4.0,22.0,0.0,0.0,0.0,1.0,236.0,0.0,45.0,0.0,0.0,14.0,16.0,4.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,13.0,0.0,0.14387071344107213
24,2,1,2,0,1,2,1.2,55.0,10952.0,14,4.0,1.3,2.0,1.0,12.0,1.0,0.0,8.0,3.0,17.0,0.0,0.0,1.0,0.0,381.0,0.0,43.0,2.0,2.0,23.0,20.0,8.0,0.0,5.0,0.0,1.0,8.0,3.0,0.0,9.0,2.0,0.1440410418310971
24,4,0,2,1,1,13,0.5,59.0,75035.0,30,2.0,1.7,2.0,0.0,8.0,0.0,0.0,12.0,2.0,34.0,0.0,0.0,0.0,0.0,381.0,1.0,40.0,1.0,3.0,6.0,18.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,7.0,0.0,0.14466904478795084
24,6,1,0,1,1,0,1.0,68.0,30611.0,9,3.0,0.8,3.0,0.0,3.0,0.0,0.0,3.0,2.0,16.0,0.0,0.0,0.0,1.0,233.0,0.0,39.0,0.0,1.0,10.0,17.0,5.0,2.0,3.0,0.0,1.0,6.0,2.0,0.0,5.0,0.0,0.14495631453534552
24,5,1,0,0,1,17,0.6,56.0,56902.0,3,6.0,0.8,2.0,1.0,5.0,1.0,0.0,12.0,2.0,14.0,0.0,0.0,1.0,1.0,411.0,0.0,34.0,1.0,3.0,11.0,12.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,12.0,1.0,0.14530254777070065
24,4,0,1,0,1,5,0.6,52.0,75049.0,19,1.0,0.4,3.0,1.0,3.0,4.0,0.0,6.0,5.0,14.0,0.0,0.0,1.0,0.0,377.0,0.0,42.0,0.0,4.0,21.0,17.0,5.0,2.0,3.0,0.0,1.0,6.0,0.0,0.0,11.0,2.0,0.14547628537265844
24,4,1,2,0,2,21,0.8,72.0,52077.0,18,6.0,2.5,2.0,1.0,2.0,2.0,0.0,10.0,1.0,19.0,0.0,0.0,0.0,0.0,186.0,0.0,51.0,3.0,2.0,19.0,26.0,5.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,6.0,2.0,0.13120057512580877
24,4,0,1,2,2,8,0.7,68.0,73587.0,5,6.0,0.7,0.0,0.0,5.0,4.0,0.0,14.0,0.0,37.0,0.0,0.0,1.0,0.0,213.0,1.0,35.0,1.0,1.0,15.0,8.0,3.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,21.0,2.0,0.13153153153153155
24,4,0,1,1,2,11,0.9,66.0,67862.0,19,5.0,2.3,2.0,0.0,6.0,0.0,0.0,9.0,1.0,26.0,0.0,0.0,0.0,0.0,222.0,1.0,39.0,4.0,1.0,20.0,13.0,7.0,4.0,2.0,1.0,6.0,3.0,0.0,0.0,9.0,2.0,0.13186416184971098
24,0,1,3,0,2,1,0.9,49.0,38835.0,14,6.0,1.8,1.0,1.0,3.0,1.0,0.0,14.0,3.0,17.0,0.0,0.0,0.0,0.0,401.0,0.0,57.0,0.0,2.0,26.0,19.0,7.0,2.0,5.0,0.0,4.0,0.0,3.0,0.0,14.0,1.0,0.132486388384755
4,2,0,3,1,2,27,0.8,33.0,67343.0,26,4.0,1.2,1.0,0.0,8.0,3.0,1.0,15.0,4.0,10.0,0.0,0.0,1.0,0.0,643.0,1.0,57.0,3.0,5.0,18.0,22.0,8.0,5.0,1.0,1.0,6.0,6.0,2.0,0.0,6.0,2.0,0.1326790258087968
24,0,0,0,0,2,19,0.2,75.0,65366.0,2,8.0,1.1,0.0,1.0,3.0,1.0,0.0,11.0,0.0,42.0,0.0,0.0,0.0,1.0,176.0,0.0,41.0,1.0,0.0,9.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,9.0,2.0,0.13282387190684133
24,0,1,3,2,2,17,0.6,51.0,56988.0,0,5.0,1.2,2.0,0.0,2.0,4.0,1.0,20.0,5.0,16.0,0.0,0.0,0.0,0.0,291.0,2.0,65.0,2.0,5.0,26.0,28.0,4.0,2.0,1.0,0.0,6.0,4.0,4.0,0.0,10.0,1.0,0.1331630791681868
4,3,1,3,0,2,28,1.0,58.0,16324.0,21,4.0,1.8,3.0,1.0,8.0,1.0,0.0,10.0,1.0,16.0,0.0,0.0,1.0,0.0,341.0,0.0,45.0,2.0,2.0,19.0,16.0,5.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,9.0,1.0,0.13330898466033603
24,0,1,4,0,2,15,0.2,59.0,24169.0,6,7.0,1.5,1.0,1.0,3.0,1.0,0.0,4.0,2.0,16.0,0.0,0.0,0.0,0.0,299.0,0.0,53.0,1.0,1.0,23.0,31.0,4.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,7.0,2.0,0.13350402340892464
24,0,0,1,0,2,2,0.2,72.0,73502.0,1,6.0,1.8,1.0,1.0,4.0,1.0,0.0,9.0,3.0,32.0,0.0,0.0,0.0,0.0,190.0,0.0,50.0,0.0,2.0,11.0,19.0,5.0,1.0,4.0,0.0,1.0,1.0,3.0,0.0,7.0,0.0,0.13419117647058823
4,3,1,1,1,2,29,2.9,34.0,76589.0,4,4.0,0.9,7.0,0.0,2.0,1.0,0.0,16.0,1.0,25.0,0.0,1.0,0.0,0.0,587.0,0.0,53.0,0.0,14.0,36.0,20.0,9.0,1.0,5.0,1.0,4.0,8.0,1.0,0.0,12.0,0.0,0.13433934486566065
24,4,0,4,1,2,3,0.6,37.0,80827.0,18,5.0,2.0,6.0,0.0,4.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.0,581.0,1.0,49.0,0.0,12.0,28.0,32.0,5.0,3.0,1.0,0.0,2.0,5.0,1.0,0.0,8.0,1.0,0.13458702064896755
4,2,0,3,1,2,29,2.2,37.0,83782.0,31,6.0,2.3,8.0,0.0,4.0,1.0,0.0,14.0,1.0,9.0,0.0,0.0,0.0,0.0,611.0,1.0,45.0,3.0,24.0,32.0,12.0,11.0,5.0,2.0,0.0,3.0,9.0,1.0,0.0,6.0,0.0,0.13508512213175428
24,4,0,1,0,2,6,0.8,68.0,65270.0,30,2.0,0.9,3.0,1.0,4.0,0.0,0.0,6.0,3.0,30.0,0.0,0.0,0.0,0.0,200.0,0.0,52.0,1.0,3.0,16.0,22.0,9.0,4.0,3.0,2.0,4.0,5.0,2.0,0.0,7.0,2.0,0.13528539659006672
24,0,1,0,2,2,13,2.1,57.0,59530.0,2,4.0,0.7,3.0,0.0,2.0,1.0,0.0,16.0,1.0,20.0,0.0,0.0,1.0,1.0,304.0,2.0,52.0,7.0,4.0,16.0,21.0,7.0,6.0,0.0,0.0,8.0,5.0,4.0,0.0,11.0,0.0,0.13594040968342644
4,3,1,2,1,2,27,1.1,51.0,65849.0,28,6.0,1.1,2.0,0.0,7.0,0.0,0.0,8.0,3.0,20.0,0.0,0.0,0.0,0.0,411.0,1.0,45.0,2.0,7.0,22.0,19.0,8.0,7.0,1.0,0.0,2.0,2.0,2.0,0.0,11.0,0.0,0.1360924683072334
24,0,0,1,1,2,12,0.7,72.0,65905.0,12,5.0,1.8,1.0,0.0,10.0,1.0,0.0,10.0,2.0,35.0,0.0,0.0,0.0,0.0,203.0,1.0,45.0,0.0,1.0,9.0,19.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,13.0,0.0,0.1362957430918596
24,3,1,1,2,2,14,0.6,62.0,31950.0,5,5.0,2.4,1.0,0.0,6.0,2.0,0.0,10.0,1.0,27.0,0.0,0.0,0.0,0.0,264.0,2.0,50.0,3.0,5.0,14.0,22.0,4.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,7.0,0.0,0.13644859813084112
24,0,1,1,1,2,5,0.4,50.0,20278.0,8,2.0,0.8,1.0,0.0,4.0,1.0,1.0,8.0,10.0,15.0,0.0,0.0,0.0,0.0,340.0,1.0,53.0,0.0,5.0,26.0,24.0,7.0,5.0,1.0,1.0,1.0,4.0,4.0,0.0,16.0,2.0,0.13665293897416697
4,2,0,3,0,2,28,0.6,65.0,42679.0,32,10.0,2.3,0.0,1.0,10.0,2.0,0.0,20.0,2.0,17.0,0.0,0.0,0.0,0.0,300.0,0.0,56.0,0.0,4.0,12.0,20.0,2.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0,8.0,0.0,0.13685789276340457
24,0,0,5,1,2,9,0.5,71.0,62202.0,11,11.0,3.6,2.0,0.0,11.0,1.0,0.0,12.0,7.0,26.0,0.0,0.0,0.0,0.0,182.0,1.0,52.0,2.0,3.0,16.0,12.0,6.0,5.0,0.0,1.0,2.0,3.0,0.0,0.0,9.0,0.0,0.13701201201201202
24,2,0,2,0,2,0,0.4,74.0,46438.0,1,7.0,1.5,4.0,1.0,4.0,1.0,0.0,5.0,3.0,26.0,0.0,0.0,0.0,0.0,180.0,0.0,43.0,0.0,3.0,8.0,20.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,10.0,0.0,0.13721804511278196
24,0,1,3,0,2,11,0.2,59.0,21650.0,0,7.0,3.1,2.0,1.0,5.0,2.0,0.0,10.0,1.0,11.0,1.0,0.0,0.0,0.0,255.0,0.0,51.0,0.0,0.0,18.0,24.0,4.0,1.0,2.0,1.0,5.0,3.0,1.0,0.0,10.0,0.0,0.13773584905660377
24,3,0,5,2,2,16,0.8,57.0,55412.0,14,6.0,3.0,4.0,0.0,5.0,0.0,0.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,283.0,0.0,48.0,2.0,8.0,22.0,14.0,8.0,5.0,2.0,0.0,1.0,10.0,2.0,0.0,15.0,2.0,0.13789195315451455
24,3,1,2,0,2,19,0.4,67.0,20615.0,1,5.0,1.3,1.0,1.0,6.0,2.0,0.0,9.0,2.0,18.0,0.0,0.0,1.0,0.0,250.0,0.0,46.0,0.0,5.0,17.0,16.0,6.0,3.0,3.0,0.0,4.0,4.0,2.0,0.0,12.0,2.0,0.13825757575757577
24,5,0,1,1,2,17,0.5,70.0,50034.0,2,8.0,1.8,0.0,0.0,8.0,0.0,0.0,10.0,3.0,27.0,0.0,0.0,0.0,0.0,201.0,1.0,48.0,2.0,0.0,7.0,22.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,6.0,1.0,0.13836239575435935
24,0,0,4,0,2,1,0.3,61.0,76251.0,9,10.0,3.8,0.0,1.0,7.0,0.0,0.0,11.0,2.0,18.0,0.0,0.0,0.0,0.0,285.0,0.0,48.0,1.0,6.0,11.0,21.0,3.0,2.0,1.0,0.0,7.0,1.0,2.0,0.0,15.0,1.0,0.13883605933815138
24,4,1,1,1,2,16,0.8,59.0,31361.0,30,2.0,1.2,4.0,0.0,4.0,3.0,0.0,15.0,1.0,24.0,0.0,0.0,0.0,0.0,261.0,0.0,51.0,5.0,9.0,15.0,21.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,8.0,0.0,0.13925982449446775
24,4,1,2,2,2,3,1.2,66.0,53213.0,3,4.0,2.6,1.0,0.0,2.0,1.0,0.0,9.0,2.0,27.0,2.0,0.0,0.0,0.0,224.0,0.0,36.0,1.0,7.0,15.0,14.0,3.0,2.0,0.0,0.0,2.0,5.0,3.0,0.0,15.0,1.0,0.14000767165324127
24,0,0,1,0,2,13,0.6,50.0,83222.0,5,6.0,2.6,1.0,1.0,7.0,2.0,0.0,13.0,1.0,34.0,0.0,0.0,1.0,0.0,438.0,0.0,40.0,6.0,1.0,12.0,10.0,2.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,9.0,2.0,0.14033064206074586
4,3,1,2,2,2,30,2.5,66.0,41232.0,13,6.0,1.8,3.0,0.0,2.0,2.0,0.0,13.0,0.0,22.0,0.0,2.0,0.0,0.0,252.0,1.0,49.0,3.0,10.0,11.0,22.0,5.0,4.0,1.0,0.0,5.0,2.0,3.0,0.0,16.0,2.0,0.14049268668206313
24,4,1,1,0,2,6,0.2,75.0,25287.0,30,4.0,1.7,3.0,1.0,2.0,1.0,0.0,5.0,1.0,28.0,0.0,0.0,0.0,0.0,143.0,0.0,52.0,2.0,1.0,10.0,30.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,2.0,0.14114462490332558
24,0,0,2,0,2,15,0.1,74.0,68311.0,30,7.0,1.6,3.0,1.0,7.0,1.0,0.0,6.0,4.0,20.0,0.0,0.0,0.0,0.0,180.0,0.0,35.0,4.0,3.0,14.0,15.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,0.14147286821705427
4,2,0,1,2,2,30,1.5,55.0,84010.0,4,6.0,1.7,1.0,0.0,7.0,3.0,0.0,20.0,1.0,21.0,0.0,0.0,0.0,0.0,382.0,2.0,47.0,3.0,2.0,7.0,15.0,1.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,12.0,2.0,0.14169254658385091
24,4,1,4,1,2,2,1.2,63.0,10623.0,2,8.0,2.4,2.0,0.0,8.0,1.0,0.0,7.0,3.0,24.0,0.0,0.0,1.0,0.0,247.0,1.0,48.0,0.0,2.0,10.0,21.0,4.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,10.0,2.0,0.14191290824261277
24,4,1,3,1,2,8,1.0,51.0,41364.0,18,6.0,1.4,3.0,0.0,4.0,1.0,0.0,11.0,3.0,14.0,0.0,0.0,0.0,0.0,411.0,1.0,52.0,2.0,11.0,21.0,21.0,5.0,1.0,2.0,0.0,4.0,8.0,0.0,0.0,4.0,2.0,0.1430811446491572
24,0,1,2,1,2,9,1.4,65.0,29515.0,14,4.0,1.7,3.0,0.0,4.0,3.0,0.0,8.0,3.0,13.0,0.0,0.0,1.0,0.0,188.0,0.0,54.0,0.0,1.0,20.0,25.0,6.0,6.0,0.0,0.0,2.0,3.0,4.0,0.0,19.0,2.0,0.14341846758349705
24,3,1,1,1,2,0,1.1,63.0,30440.0,30,6.0,1.3,4.0,0.0,5.0,0.0,0.0,5.0,0.0,18.0,0.0,1.0,0.0,0.0,270.0,0.0,43.0,0.0,2.0,14.0,26.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,0.14398422090729784
24,1,0,2,0,2,5,1.3,61.0,52675.0,0,3.0,1.4,5.0,1.0,4.0,1.0,0.0,11.0,3.0,20.0,0.0,0.0,0.0,0.0,277.0,0.0,53.0,2.0,5.0,7.0,26.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,10.0,1.0,0.14472640761300554
24,0,1,0,1,2,12,1.6,74.0,23685.0,12,5.0,1.2,0.0,0.0,3.0,1.0,0.0,12.0,0.0,30.0,0.0,0.0,0.0,1.0,136.0,0.0,35.0,0.0,0.0,17.0,6.0,5.0,4.0,1.0,0.0,2.0,0.0,4.0,0.0,13.0,2.0,0.1450139054429877
24,2,0,1,0,2,21,1.0,63.0,54923.0,6,7.0,0.8,3.0,1.0,4.0,2.0,0.0,10.0,4.0,18.0,0.0,0.0,1.0,0.0,233.0,0.0,42.0,2.0,2.0,16.0,17.0,4.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,8.0,0.0,0.14524472741742936
24,4,0,5,4,2,14,1.4,64.0,77841.0,9,6.0,1.8,5.0,0.0,5.0,1.0,0.0,9.0,2.0,13.0,0.0,0.0,0.0,0.0,210.0,2.0,47.0,2.0,7.0,9.0,17.0,4.0,3.0,0.0,0.0,4.0,7.0,2.0,0.0,13.0,0.0,0.14547628537265844
24,0,1,3,3,3,5,2.1,54.0,20407.0,5,4.0,2.6,1.0,0.0,4.0,3.0,0.0,8.0,1.0,14.0,1.0,0.0,0.0,0.0,307.0,1.0,54.0,2.0,5.0,16.0,26.0,3.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,14.0,0.0,0.13115343154868847
24,0,0,1,0,3,6,0.7,71.0,53138.0,30,13.0,2.5,1.0,1.0,5.0,1.0,0.0,12.0,2.0,22.0,0.0,0.0,1.0,0.0,198.0,0.0,46.0,0.0,1.0,6.0,20.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,13.0,0.0,0.13148414985590778
24,4,0,4,0,3,13,0.6,48.0,53206.0,9,10.0,3.1,0.0,1.0,9.0,2.0,0.0,6.0,3.0,16.0,0.0,0.0,0.0,0.0,465.0,0.0,42.0,1.0,4.0,7.0,18.0,3.0,2.0,0.0,0.0,5.0,5.0,4.0,0.0,9.0,0.0,0.13186416184971098
4,2,0,2,2,3,26,1.2,49.0,52332.0,29,7.0,2.4,0.0,0.0,8.0,3.0,1.0,14.0,0.0,23.0,1.0,0.0,1.0,0.0,415.0,2.0,61.0,0.0,1.0,16.0,31.0,3.0,2.0,1.0,0.0,2.0,3.0,3.0,0.0,9.0,0.0,0.1326790258087968
24,0,0,1,1,3,11,0.2,71.0,53231.0,11,9.0,2.2,2.0,0.0,11.0,1.0,0.0,7.0,1.0,34.0,0.0,0.0,0.0,0.0,196.0,0.0,37.0,0.0,0.0,7.0,10.0,2.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,9.0,0.0,0.13282387190684133
24,0,1,3,2,3,14,2.8,55.0,32004.0,5,6.0,1.7,4.0,0.0,6.0,3.0,0.0,14.0,1.0,17.0,0.0,1.0,0.0,0.0,274.0,1.0,69.0,1.0,1.0,26.0,41.0,3.0,2.0,0.0,0.0,4.0,1.0,3.0,0.0,13.0,0.0,0.1331630791681868
4,3,1,1,1,3,31,0.2,64.0,43376.0,28,6.0,2.8,1.0,0.0,6.0,2.0,0.0,11.0,3.0,29.0,0.0,0.0,1.0,0.0,262.0,0.0,43.0,0.0,4.0,7.0,15.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,11.0,0.0,0.13330898466033603
24,4,1,1,1,3,21,0.3,67.0,52303.0,9,2.0,1.3,4.0,0.0,1.0,1.0,0.0,6.0,2.0,27.0,0.0,0.0,0.0,0.0,215.0,0.0,48.0,3.0,2.0,10.0,21.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,11.0,2.0,0.13355287230150018
4,3,1,7,0,3,32,0.4,70.0,12506.0,33,14.0,4.6,2.0,1.0,9.0,0.0,0.0,11.0,3.0,23.0,0.0,0.0,0.0,0.0,266.0,0.0,47.0,0.0,2.0,3.0,14.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,10.0,0.0,0.13433934486566065
24,0,0,3,0,3,15,0.1,72.0,53268.0,30,7.0,2.1,0.0,1.0,2.0,0.0,0.0,10.0,0.0,22.0,1.0,0.0,1.0,0.0,196.0,0.0,52.0,0.0,0.0,6.0,27.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,0.13488543976348855
4,2,0,3,0,3,32,0.3,75.0,47957.0,15,8.0,2.7,1.0,1.0,4.0,0.0,0.0,7.0,0.0,48.0,1.0,0.0,0.0,0.0,237.0,0.0,37.0,0.0,2.0,4.0,14.0,2.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,9.0,0.0,0.13508512213175428
24,0,1,4,1,3,17,1.2,52.0,56961.0,6,7.0,2.7,0.0,0.0,9.0,0.0,0.0,13.0,1.0,5.0,0.0,0.0,0.0,0.0,362.0,1.0,52.0,0.0,3.0,12.0,22.0,2.0,0.0,2.0,0.0,5.0,2.0,3.0,0.0,9.0,2.0,0.13523527232308263
24,0,0,3,0,3,16,0.4,61.0,53256.0,12,8.0,2.0,0.0,1.0,6.0,1.0,0.0,15.0,2.0,20.0,0.0,0.0,1.0,0.0,282.0,0.0,55.0,2.0,7.0,12.0,20.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,9.0,0.0,0.13594040968342644
4,3,1,3,3,3,26,1.9,30.0,39495.0,13,6.0,2.3,3.0,0.0,7.0,3.0,0.0,19.0,1.0,9.0,0.0,1.0,0.0,0.0,639.0,1.0,51.0,1.0,2.0,21.0,22.0,6.0,4.0,2.0,0.0,11.0,5.0,2.0,0.0,10.0,2.0,0.1360924683072334
24,0,0,1,1,3,8,0.8,53.0,53225.0,0,4.0,1.2,2.0,0.0,5.0,0.0,0.0,10.0,0.0,18.0,0.0,0.0,1.0,0.0,443.0,1.0,47.0,1.0,3.0,26.0,19.0,8.0,2.0,3.0,2.0,5.0,3.0,0.0,0.0,7.0,0.0,0.1362957430918596
24,2,1,3,0,3,9,0.9,59.0,29423.0,8,7.0,2.9,1.0,1.0,8.0,5.0,0.0,10.0,2.0,14.0,0.0,0.0,1.0,0.0,270.0,0.0,50.0,0.0,0.0,21.0,24.0,5.0,5.0,0.0,0.0,4.0,1.0,1.0,0.0,8.0,0.0,0.13649962602842183
24,0,1,5,1,3,0,1.7,57.0,30634.0,14,6.0,1.8,1.0,0.0,4.0,0.0,0.0,7.0,2.0,12.0,0.0,1.0,0.0,0.0,415.0,0.0,35.0,0.0,6.0,13.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.13665293897416697
4,2,0,7,0,3,31,0.6,52.0,48779.0,4,9.0,4.2,5.0,1.0,11.0,1.0,0.0,16.0,2.0,8.0,1.0,0.0,1.0,0.0,444.0,0.0,56.0,0.0,6.0,7.0,22.0,2.0,2.0,0.0,0.0,3.0,4.0,2.0,0.0,11.0,1.0,0.13685789276340457
24,4,0,1,1,3,1,0.9,79.0,53082.0,9,3.0,1.6,1.0,0.0,10.0,1.0,0.0,8.0,1.0,45.0,0.0,1.0,0.0,0.0,108.0,0.0,41.0,0.0,0.0,5.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,11.0,0.0,0.13706346226060834
24,2,0,0,0,3,12,0.4,70.0,53243.0,16,3.0,2.1,1.0,1.0,4.0,1.0,0.0,16.0,1.0,16.0,0.0,0.0,0.0,1.0,211.0,0.0,48.0,0.0,3.0,19.0,15.0,7.0,2.0,4.0,0.0,4.0,2.0,1.0,0.0,6.0,2.0,0.13721804511278196
24,4,1,4,0,3,2,0.6,56.0,10780.0,18,7.0,2.5,2.0,1.0,10.0,1.0,0.0,10.0,4.0,19.0,0.0,0.0,0.0,0.0,441.0,0.0,56.0,4.0,6.0,11.0,24.0,2.0,2.0,0.0,0.0,2.0,6.0,1.0,0.0,5.0,2.0,0.1374246987951807
24,6,1,3,3,3,13,1.2,46.0,59409.0,8,9.0,2.0,1.0,0.0,9.0,0.0,0.0,11.0,1.0,20.0,0.0,0.0,1.0,0.0,414.0,3.0,58.0,3.0,3.0,14.0,27.0,7.0,6.0,0.0,1.0,3.0,8.0,1.0,0.0,9.0,0.0,0.13768389287061486
